iter	Passed	Remaining
332	65272	32734
333	65414	32511
334	65591	32306
335	65738	32086
336	65885	31867
337	66030	31647
338	66178	31429
339	66367	31231
340	66531	31022
341	66671	30801
342	66855	30601
343	67083	30421
344	67257	30217
345	67461	30026
346	67623	29816
347	67772	29601
348	67964	29405
349	68145	29205
350	68289	28988
351	68446	28778
352	68670	28596
353	68869	28403
354	69101	28224
355	69300	28031
356	69486	27833
357	69695	27644
358	69875	27444
359	70059	27245
360	70286	27063
361	70542	26891
362	70781	26713
363	70948	26508
364	71138	26311
365	71320	26111
366	71532	25923
367	71773	25744
368	71955	25545
369	72173	25358
370	72362	25161
371	72552	24964
372	72748	24769
373	72965	24582
374	73198	24399
375	73401	24206
376	73765	24066
377	73992	23881
378	74203	23690
379	74469	23516
380	74665	23320
381	74905	23138
382	75067	22931
383	75221	22723
384	75431	22531
385	75692	22354
386	76021	22197
387	76299	22024
388	76554	21844
389	76759	21650
390	77099	21493
391	77402	21325
392	77646	21140
393	77873	20950
394	78128	20768
395	78367	20581
396	78591	20390
397	78838	20204
398	79156	20037
399	79754	19938
400	79998	19750
401	80277	19570
402	80509	19378
403	80699	19176
404	80914	18980
405	81215	18803
406	81490	18620
407	81801	18445
408	82390	18331
409	82730	18160
410	82920	17956
411	83089	17747
412	83755	17643
413	84103	17470
414	84374	17281
415	84596	17082
416	84841	16887
417	85072	16688
418	85330	16495
419	85556	16296
420	85784	16097
421	86015	15898
422	86335	15716
423	86785	15555
424	87616	15461
425	88054	15295
426	88532	15135
427	88928	14959
428	89235	14768
429	89529	14574
430	89798	14376
431	90066	14177
432	90369	13983
433	90647	13785
434	90915	13585
435	91273	13398
436	91568	13200
437	92250	13058
438	92640	12872
439	93013	12683
440	93302	12482
441	93587	12280
442	93864	12077
443	94118	11870
444	94396	11666
445	94748	11471
446	95070	11272
447	95310	11062
448	95504	10847
449	95725	10636
450	95923	10421
451	96193	10215
452	96448	10006
453	96645	9792
454	96920	9585
455	97241	9382
456	97434	9167
457	97638	8953
458	97832	8738
459	98016	8523
460	98220	8309
461	98380	8091
462	98521	7873
463	98663	7654
464	98854	7440
465	99044	7226
466	99197	7009
467	99351	6793
468	99604	6583
469	99824	6371
470	100037	6159
471	100236	5946
472	100561	5740
473	100807	5529
474	100963	5313
475	101126	5098
476	101277	4883
477	101422	4667
478	101598	4454
479	101779	4240
480	101916	4025
481	102063	3811
482	102209	3597
483	102365	3383
484	102550	3171
485	102762	2960
486	102935	2747
487	103089	2534
488	103251	2322
489	103418	2110
490	103618	1899
491	103880	1689
492	104106	1478
493	104277	1266
494	104515	1055
495	104708	844
496	104983	633
497	105312	422
498	105503	211
499	105703	0
