iter	Accuracy	MultiClass
436	0.9914375	0.0945376019
437	0.991375	0.09409084046
438	0.991375	0.0939249636
439	0.991625	0.09354590992
440	0.99175	0.09309171311
441	0.99175	0.09282629111
442	0.991625	0.09252395773
443	0.9916875	0.09227405595
444	0.99175	0.09190572149
445	0.9918125	0.09144197015
446	0.992	0.09119353455
447	0.9920625	0.09109871142
448	0.992125	0.0909218127
449	0.9921875	0.09079283509
450	0.992125	0.09071558793
451	0.992125	0.09051660466
452	0.9921875	0.09029365969
453	0.99225	0.09016134963
454	0.9923125	0.08993619779
455	0.9923125	0.08975277072
456	0.9923125	0.08969085342
457	0.992125	0.08936191952
458	0.9924375	0.08906741792
459	0.9925	0.08890247895
460	0.9926875	0.08860304412
461	0.99275	0.08835881834
462	0.992625	0.08813651532
463	0.9926875	0.08787438777
464	0.992625	0.08763530885
465	0.9926875	0.08753735198
466	0.993	0.08723112108
467	0.993	0.08703430022
468	0.9930625	0.08686701072
469	0.9930625	0.08679094574
470	0.9930625	0.08652006593
471	0.9931875	0.08631645645
472	0.9931875	0.08603575337
473	0.9931875	0.08575086342
474	0.99325	0.08540132622
475	0.99325	0.08524907221
476	0.993375	0.08495529111
477	0.99325	0.08468777878
478	0.9934375	0.08440563288
479	0.993375	0.08427815445
480	0.9934375	0.08413187501
481	0.9934375	0.08400421682
482	0.9935625	0.08358507959
483	0.993625	0.08339131525
484	0.9936875	0.08309462084
485	0.993625	0.08286461737
486	0.9936875	0.08264667795
487	0.9936875	0.08222172966
488	0.99375	0.08207218595
489	0.9936875	0.08183649794
490	0.9938125	0.08156727445
491	0.9938125	0.08147591707
492	0.9939375	0.08125108238
493	0.993875	0.08114830859
494	0.993875	0.08094418512
495	0.993875	0.08082268228
496	0.9939375	0.08058103089
497	0.9939375	0.08025629402
498	0.9939375	0.08012582198
499	0.994	0.08005069722
